LEVEL2,LEVEL1,ALTERNATIVE,STATUS,STATUS NOTE,ITEMID,MIMIC LABEL,UNITNAME,LINKSTO,COUNT,CATEGORY,CONCEPTID,FLUID,LOINC_CODE,DBSOURCE,Unnamed: 15,PARAM_TYPE,NOTE
,,GCSEyeApacheIIValue,,,226756,GCSEyeApacheIIValue,,,0,Scores - APACHE II,,,,metavision,,Text,
,,GCSMotorApacheIIValue,,,226757,GCSMotorApacheIIValue,,,0,Scores - APACHE II,,,,metavision,,Text,
,,GCSVerbalApacheIIValue,,,226758,GCSVerbalApacheIIValue,,,0,Scores - APACHE II,,,,metavision,,Text,
,,Urine Color,,,224016,Urine Color,,,0,GI/GU,,,,metavision,,Text,
,,Urine Appearance,,,224876,Urine Appearance,,,0,GI/GU,,,,metavision,,Text,
,,,,,50897,CALL,,labevents,0,CHEMISTRY,,BLOOD,,,,,
,,,,,50923,FAX,,labevents,0,CHEMISTRY,,BLOOD,,,,,
,,,,,50984,STAT,,labevents,0,CHEMISTRY,,BLOOD,,,,,
,,,,,50985,STUDY TUBES,,labevents,0,CHEMISTRY,,BLOOD,,,,,
,,,,,51548,VOIDED SPECIMEN,,labevents,0,HEMATOLOGY,,URINE,,,,,
,,Intra Aortic Ballon Pump Setting,,,220120,Intra Aortic Ballon Pump Setting,,,0,IABP,,,,metavision,,Text,
,,Intubation - Details,,,223059,Intubation - Details,,,0,Respiratory,,,,metavision,,Text,
,,Riker-SAS Scale,,,223753,Riker-SAS Scale,,,0,Pain/Sedation,,,,metavision,,Text,
,,Risk for Falls,,,223754,Risk for Falls,,,0,Neurological,,,,metavision,,Text,
,,Precautions: Standard +,,,223759,Precautions: Standard +,,,0,General,,,,metavision,,Text,
,,Health Care Proxy,,,223760,Health Care Proxy,,,0,General,,,,metavision,,Text,
,,Daily Wake Up Deferred,,,223780,Daily Wake Up Deferred,,,0,Pain/Sedation,,,,metavision,,Text,
,,Pain Present,,,223781,Pain Present,,,0,Pain/Sedation,,,,metavision,,Text,
,,Pain Type,,,223782,Pain Type,,,0,Pain/Sedation,,,,metavision,,Text,
,,Pain Location,,,223783,Pain Location,,,0,Pain/Sedation,,,,metavision,,Text,
,,Pain Cause,,,223784,Pain Cause,,,0,Pain/Sedation,,,,metavision,,Text,
,,Pain Level,,,223791,Pain Level,,,0,Pain/Sedation,,,,metavision,,Text,
,,Pain Management,,,223792,Pain Management,,,0,Pain/Sedation,,,,metavision,,Text,
,,Pain Level Acceptable,,,223794,Pain Level Acceptable,,,0,Pain/Sedation,,,,metavision,,Text,
,,Pain Assessment Method,,,223795,Pain Assessment Method,,,0,Pain/Sedation,,,,metavision,,Text,
,,Untoward Effect,,,223796,Untoward Effect,,,0,Pain/Sedation,,,,metavision,,Text,
,,Sensory Level,,,223797,Sensory Level,,,0,Pain/Sedation,,,,metavision,,Text,
,,Epidural Appearance,,,223800,Epidural Appearance,,,0,Pain/Sedation,,,,metavision,,Text,
,,NMB Medication,,,223801,NMB Medication,,,0,Pain/Sedation,,,,metavision,,Text,
,,Nerve Stimulated,,,223802,Nerve Stimulated,,,0,Pain/Sedation,,,,metavision,,Text,
,,Nausea and Vomiting,,,223805,Nausea and Vomiting (CIWA),,,0,Toxicology,,,,metavision,,Text,
,,Tremor,,,223806,Tremor (CIWA),,,0,Toxicology,,,,metavision,,Text,
,,Paroxysmal Sweats,,,223810,Paroxysmal Sweats,,,0,Toxicology,,,,metavision,,Text,
,,Anxiety,,,223811,Anxiety,,,0,Toxicology,,,,metavision,,Text,
,,Auditory Disturbance,,,223814,Auditory Disturbance,,,0,Toxicology,,,,metavision,,Text,
,,Agitation,,,223817,Agitation,,,0,Toxicology,,,,metavision,,Text,
,,Tactile Disturbances,,,223818,Tactile Disturbances,,,0,Toxicology,,,,metavision,,Text,
,,Visual Disturbances,,,223819,Visual Disturbances,,,0,Toxicology,,,,metavision,,Text,
,,Headache,,,223820,Headache,,,0,Toxicology,,,,metavision,,Text,
,,Orient/Clouding Sensory,,,223821,Orient/Clouding Sensory,,,0,Toxicology,,,,metavision,,Text,
,,Insomnia,,,223823,Insomnia,,,0,Toxicology,,,,metavision,,Text,
,,Seizure,,,223824,Seizure,,,0,Toxicology,,,,metavision,,Text,
,,Sustained Nystagmus,,,223825,Sustained Nystagmus,,,0,Toxicology,,,,metavision,,Text,
,,Ataxia,,,223827,Ataxia,,,0,Toxicology,,,,metavision,,Text,
,,Slurred Speech,,,223828,Slurred Speech,,,0,Toxicology,,,,metavision,,Text,
,,Drowsiness,,,223829,Drowsiness,,,0,Toxicology,,,,metavision,,Text,
,,Airway Type,,,223836,Airway Type,,,0,Respiratory,,,,metavision,,Text,
,,ETT Size (ID),,,223837,ETT Size (ID),,,0,Respiratory,,,,metavision,,Text,
,,ETT Location,,,223838,ETT Location,,,0,Respiratory,,,,metavision,,Text,
,,ETT Re-taped,,,223840,ETT Re-taped,,,0,Respiratory,,,,metavision,,Text,
,,Passey Muir Valve in use,,,223847,Passey Muir Valve in use,,,0,Respiratory,,,,metavision,,Text,
,,Ventilator Type,,,223848,Ventilator Type,,,0,Respiratory,,,,metavision,,Text,
,,Ventilator Mode,,,223849,Ventilator Mode,,,0,Respiratory,,,,metavision,,Text,
,,Orientation,,,223898,Orientation,,,0,Neurological,,,,metavision,,Text,
,,Speech,,,223902,Speech,,,0,Neurological,,,,metavision,,Text,
,,Communication,,,223903,Communication,,,0,Neurological,,,,metavision,,Text,
,,Gag Reflex,,,223904,Gag Reflex,,,0,Neurological,,,,metavision,,Text,
,,Cough Reflex,,,223905,Cough Reflex,,,0,Neurological,,,,metavision,,Text,
,,Pupil Size Right,,,223907,Pupil Size Right,,,0,Neurological,,,,metavision,,Text,
,,Follows Commands,,,223910,Follows Commands,,,0,Neurological,,,,metavision,,Text,
,,Spontaneous Movement,,,223911,Spontaneous Movement,,,0,Neurological,,,,metavision,,Text,
,,Response to Stimuli (Type),,,223916,Response to Stimuli (Type),,,0,Neurological,,,,metavision,,Text,
,,RU Strength/Movement,,,223917,RU Strength/Movement,,,0,Neurological,,,,metavision,,Text,
,,RL Strength/Movement,,,223918,RL Strength/Movement,,,0,Neurological,,,,metavision,,Text,
,,LU Strength/Movement,,,223919,LU Strength/Movement,,,0,Neurological,,,,metavision,,Text,
,,LL Strength/Movement,,,223920,LL Strength/Movement,,,0,Neurological,,,,metavision,,Text,
,,Neuro Symptoms,,,223921,Neuro Symptoms,,,0,Neurological,,,,metavision,,Text,
,,Seizure Activity,,,223923,Seizure Activity,,,0,Neurological,,,,metavision,,Text,
,,RLE Sensation,,,223924,RLE Sensation,,,0,Neurological,,,,metavision,,Text,
,,Seizure Duration,,,223925,Seizure Duration,,,0,Neurological,,,,metavision,,Text,
,,Neuro Drain #1 Type,,,223926,Neuro Drain #1 Type,,,0,Neurological,,,,metavision,,Text,
,,Neuro Drain #1 Level,,,223930,Neuro Drain #1 Level,,,0,Neurological,,,,metavision,,Text,
,,Neuro Drain #1 Status,,,223931,Neuro Drain #1 Status,,,0,Neurological,,,,metavision,,Text,
,,Neuro Drain #1 Drainage,,,223932,Neuro Drain #1 Drainage,,,0,Neurological,,,,metavision,,Text,
,,Graft/Flap Pulse,,,223942,Graft/Flap Pulse,,,0,Cardiovascular,,,,metavision,,Text,
,,Pericardial Drain Status,,,223952,Pericardial Drain Status,,,0,Cardiovascular,,,,metavision,,Text,
,,Pericardial Drain Drainage,,,223953,Pericardial Drain Drainage,,,0,Cardiovascular,,,,metavision,,Text,
,,Pericardial Drain Site,,,223954,Pericardial Drain Site,,,0,Cardiovascular,,,,metavision,,Text,
,,Temp Pacemaker Type,,,223955,Temporary Pacemaker Type,,,0,Cardiovascular (Pacer Data),,,,metavision,,Text,
,,Temp Pacemaker Mode,,,223956,Temporary Pacemaker Mode,,,0,Cardiovascular (Pacer Data),,,,metavision,,Text,
,,Temp Pacemaker Wire Condition,,,223961,Temporary Pacemaker Wire Condition,,,0,Cardiovascular (Pacer Data),,,,metavision,,Text,
,,Transcutaneous Pacer Placement,,,223966,Transcutaneous Pacer Placement,,,0,Cardiovascular (Pacer Data),,,,metavision,,Text,
,,Angio Site # 1,,,223967,Angio Site # 1,,,0,Cardiovascular,,,,metavision,,Text,
,,Angio Appearance # 1,,,223968,Angio Appearance # 1,,,0,Cardiovascular,,,,metavision,,Text,
,,Angio Dressing # 1,,,223970,Angio Dressing # 1,,,0,Cardiovascular,,,,metavision,,Text,
,,Angio Site # 2,,,223971,Angio Site # 2,,,0,Cardiovascular,,,,metavision,,Text,
,,Angio Appearance # 2,,,223972,Angio Appearance # 2,,,0,Cardiovascular,,,,metavision,,Text,
,,Angio Dressing # 2,,,223973,Angio Dressing # 2,,,0,Cardiovascular,,,,metavision,,Text,
,,RUE Color,,,223976,RUE Color,,,0,Cardiovascular,,,,metavision,,Text,
,,RLE Color,,,223979,RLE Color,,,0,Cardiovascular,,,,metavision,,Text,
,,LUE Color,,,223982,LUE Color,,,0,Cardiovascular,,,,metavision,,Text,
,,LLE Color,,,223983,LLE Color,,,0,Cardiovascular,,,,metavision,,Text,
,,Respiratory Pattern,,,223985,Respiratory Pattern,,,0,Pulmonary,,,,metavision,,Text,
,,RUL Lung Sounds,,,223986,RUL Lung Sounds,,,0,Pulmonary,,,,metavision,,Text,
,,RLL Lung Sounds,,,223987,RLL Lung Sounds,,,0,Pulmonary,,,,metavision,,Text,
,,LUL Lung Sounds,,,223988,LUL Lung Sounds,,,0,Pulmonary,,,,metavision,,Text,
,,LLL Lung Sounds,,,223989,LLL Lung Sounds,,,0,Pulmonary,,,,metavision,,Text,
,,Respiratory Effort,,,223990,Respiratory Effort,,,0,Pulmonary,,,,metavision,,Text,
,,Cough Effort,,,223991,Cough Effort,,,0,Pulmonary,,,,metavision,,Text,
,,Cough Type,,,223992,Cough Type,,,0,Pulmonary,,,,metavision,,Text,
,,Chest Tube Site # 1,,,223993,Chest Tube Site # 1,,,0,Pulmonary,,,,metavision,,Text,
,,CT #1 Suction Amount,,,223994,CT #1 Suction Amount,,,0,Pulmonary,,,,metavision,,Text,
,,CT #1 Fluctuate,,,223995,CT #1 Fluctuate,,,0,Pulmonary,,,,metavision,,Text,
,,CT #1 Drainage,,,223996,CT #1 Drainage,,,0,Pulmonary,,,,metavision,,Text,
,,CT #1 Dressing,,,223997,CT #1 Dressing,,,0,Pulmonary,,,,metavision,,Text,
,,CT #1 Crepitus,,,223998,CT #1 Crepitus,,,0,Pulmonary,,,,metavision,,Text,
,,Oral Cavity,,,223999,Oral Cavity,,,0,GI/GU,,,,metavision,,Text,
,,Nares R,,,224000,Nares R,,,0,GI/GU,,,,metavision,,Text,
,,Diet Type,,,224001,Diet Type,,,0,GI/GU,,,,metavision,,Text,
,,Abdominal Assessment,,,224003,Abdominal Assessment,,,0,GI/GU,,,,metavision,,Text,
,,Bowel Sounds,,,224004,Bowel Sounds,,,0,GI/GU,,,,metavision,,Text,
,,Flatus,,,224005,Flatus,,,0,GI/GU,,,,metavision,,Text,
,,Emesis Appearance,,,224006,Emesis Appearance,,,0,GI/GU,,,,metavision,,Text,
,,GI #1 Intub Site,,,224007,GI #1 Intub Site,,,0,GI/GU,,,,metavision,,Text,
,,GI #1 Tube Drainage,,,224009,GI #1 Tube Drainage,,,0,GI/GU,,,,metavision,,Text,
,,GI #1 Tube Place Check,,,224010,GI #1 Tube Place Check,,,0,GI/GU,,,,metavision,,Text,
,,Stool Consistency,,,224011,Stool Consistency,,,0,GI/GU,,,,metavision,,Text,
,,Stool Management,,,224012,Stool Management,,,0,GI/GU,,,,metavision,,Text,
,,Stool Guaiac,,,224013,Stool Guaiac,,,0,GI/GU,,,,metavision,,Text,
,,Urine Source,,,224015,Urine Source,,,0,GI/GU,,,,metavision,,Text,
,,GU Catheter Size,,,224017,GU Catheter Size,,,0,GI/GU,,,,metavision,,Text,
,,Bladder Irrigation,,,224019,Bladder Irrigation,,,0,GI/GU,,,,metavision,,Text,
,,Support Systems,,,224023,Support Systems,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Family Communication,,,224024,Family Communication,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Spiritual Support,,,224025,Spiritual Support,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Skin Integrity,,,224026,Skin Integrity,,,0,Skin - Assessment,,,,metavision,,Text,
,,Skin Color,,,224028,Skin Color,,,0,Skin - Assessment,,,,metavision,,Text,
,,Edema Location,,,224031,Edema Location,,,0,Skin - Incisions,,,,metavision,,Text,
,,Site #1,,,224032,Impaired Skin Site #1,,,0,Skin - Impairment,,,,metavision,,Text,
,,Site Cleanse #1,,,224037,Impaired Skin Cleanse #1,,,0,Skin - Impairment,,,,metavision,,Text,
,,Site Treatment #1,,,224038,Impaired Skin Treatment #1,,,0,Skin - Impairment,,,,metavision,,Text,
,,Incision Closure #1,,,224040,Incision Closure #1,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Drainage #1,,,224041,Incision Drainage #1,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Dressing #1,,,224042,Incision Dressing #1,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Cleansing #1,,,224043,Incision Cleansing #1,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Packing #1,,,224044,Incision Packing #1,,,0,Skin - Incisions,,,,metavision,,Text,
,,Braden Sensory Perception,,,224054,Braden Sensory Perception,,,0,Skin - Assessment,,,,metavision,,Text,
,,Braden Moisture,,,224055,Braden Moisture,,,0,Skin - Assessment,,,,metavision,,Text,
,,Braden Activity,,,224056,Braden Activity,,,0,Skin - Assessment,,,,metavision,,Text,
,,Braden Mobility,,,224057,Braden Mobility,,,0,Skin - Assessment,,,,metavision,,Text,
,,Braden Nutrition,,,224058,Braden Nutrition,,,0,Skin - Assessment,,,,metavision,,Text,
,,Braden Friction/Shear,,,224059,Braden Friction/Shear,,,0,Skin - Assessment,,,,metavision,,Text,
,,Reason for Restraint (Behavioral)_V1,,,224061,Reason for Restraint (Behavioral)_V1,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Less Restrictive Measures (Acute M/S),,,224062,Less Restrictive Measures (Acute Med/Surgical),,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Restraint Type,,,224063,Restraint Type,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Restraint Location_V1,,,224064,Restraint Location_V1,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Circulation/Skin Integrity,,,224065,Circulation/Skin Integrity,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Position Change,,,224066,Position Change,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Range of Motion,,,224067,Range of Motion,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Restraints Evaluated_V1,,,224068,Restraints Evaluated_V1,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Side Rails_V1,,,224069,Side Rails_V1,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Sitter,,,224070,Sitter,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Education Learner,,,224072,Education Learner,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Education Topic,,,224073,Education Topic,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Education Readiness,,,224075,Education Readiness,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Education Barrier,,,224076,Education Barrier,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Education Method,,,224077,Education Method,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Education Response,,,224079,Education Response,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,HOB,,,224080,Head of Bed,,,0,Treatments,,,,metavision,,Text,
,,Turn,,,224082,Turn,,,0,Treatments,,,,metavision,,Text,
,,Activity,,,224084,Activity,,,0,Treatments,,,,metavision,,Text,
,,Assistance Device,,,224085,Assistance Device,,,0,Treatments,,,,metavision,,Text,
,,Activity Tolerance,,,224086,Activity Tolerance,,,0,Treatments,,,,metavision,,Text,
,,Therapeutic Bed,,,224087,Therapeutic Bed,,,0,Treatments,,,,metavision,,Text,
,,Pressure Reducing Device,,,224088,Pressure Reducing Device,,,0,Treatments,,,,metavision,,Text,
,,Anti Embolic Device,,,224089,Anti Embolic Device,,,0,Treatments,,,,metavision,,Text,
,,Knee Immobilizer Status,,,224090,Knee Immobilizer Status,,,0,Treatments,,,,metavision,,Text,
,,CPM Status,,,224091,Continuous Pressure Machine Status,,,0,Treatments,,,,metavision,,Text,
,,ROM Location,,,224092,Range of Motion Location,,,0,Treatments,,,,metavision,,Text,
,,Position,,,224093,Position,,,0,Treatments,,,,metavision,,Text,
,,Chest PT R/L,,,224101,Chest PT R/L,,,0,Treatments,,,,metavision,,Text,
,,Warming Device,,,224105,Warming Device,,,0,Treatments,,,,metavision,,Text,
,,Cooling Device,,,224106,Cooling Device,,,0,Treatments,,,,metavision,,Text,
,,Cervical Collar Type,,,224109,Cervical Collar Type,,,0,Treatments,,,,metavision,,Text,
,,Cervical Collar Status,,,224110,Cervical Collar Status,,,0,Treatments,,,,metavision,,Text,
,,Traction/Immobile #1,,,224112,Traction/Immobile #1,,,0,Treatments,,,,metavision,,Text,
,,Traction/Immobile Location #1,,,224113,Traction/Immobile Location #1,,,0,Treatments,,,,metavision,,Text,
,,PT Splint Location #1,,,224114,PT Splint Location #1,,,0,Treatments,,,,metavision,,Text,
,,22 Gauge Site Appear,,,224119,22 Gauge Site Appear,,,0,Access Lines - Peripheral,,,,metavision,,Text,
,,22 Gauge Reason Discontinued,,,224121,22 Gauge Reason Discontinued,,,0,Access Lines - Peripheral,,,,metavision,,Text,
,,Blood Flow (ml/min),,,224144,Blood Flow (ml/min),ml/min,chartevents,0,Dialysis,,,,metavision,,Numeric,
,,Heparin Dose (per hour),,,224145,Heparin Dose (per hour),units,chartevents,0,Dialysis,,,,metavision,,Numeric,
,,System Integrity,,,224146,System Integrity,,,0,Dialysis,,,,metavision,,Text,
,,Replacement Rate,,,224153,Replacement Rate,ml/hr,chartevents,0,Dialysis,,,,metavision,,Numeric,
,,Dialysate Rate,,,224154,Dialysate Rate,ml/hr,chartevents,0,Dialysis,,,,metavision,,Numeric,
,,MDI #1 Drug,,,224170,MDI #1 Drug,,,0,Respiratory,,,,metavision,,Text,
,,MDI #2 Drug,,,224173,MDI #2 Drug,,,0,Respiratory,,,,metavision,,Text,
,,MDI #3 Drug,,,224176,MDI #3 Drug,,,0,Respiratory,,,,metavision,,Text,
,,SV Neb Drug #1,,,224181,Small Volume Neb Drug #1,,,0,Respiratory,,,,metavision,,Text,
,,PICC Line Site Appear,,,224188,PICC Line Site Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Hourly PFR,,,224191,Hourly Patient Fluid Removal,mL,chartevents,0,Dialysis,,,,metavision,,Numeric,
,,Site/Wound Base #1,,,224226,Impaired Skin Wound Base #1,,,0,Skin - Impairment,,,,metavision,,Text,
,,Site Drainage #1,,,224259,Impaired Skin Drainage #1,,,0,Skin - Impairment,,,,metavision,,Text,
,,Multi Lumen Site Appear,,,224281,Multi Lumen Site Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Multi Lumen Waveform Appear,,,224283,Multi Lumen Waveform Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Arterial line Site Appear,,,224289,Arterial line Site Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Arterial line Waveform Appear,,,224291,Arterial line Waveform Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Cordis/Introducer Site Appear,,,224297,Cordis/Introducer Site Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,PCA medication,,,224327,PCA medication,,,0,Pain/Sedation,,,,metavision,,Text,
,,Epidural Medication,,,224368,Epidural Medication,,,0,Pain/Sedation,,,,metavision,,Text,
,,Sputum Consistency,,,224369,Sputum Consistency,,,0,Respiratory,,,,metavision,,Text,
,,Sputum Color,,,224370,Sputum Color,,,0,Respiratory,,,,metavision,,Text,
,,Sputum Source,,,224372,Sputum Source,,,0,Respiratory,,,,metavision,,Text,
,,Sputum Amount,,,224373,Sputum Amount,,,0,Respiratory,,,,metavision,,Text,
,,Cont Neb - Med,,,224375,Cont Neb - Med,,,0,Respiratory,,,,metavision,,Text,
,,PCA cleared,,,224379,PCA cleared,,,0,Pain/Sedation,,,,metavision,,Text,
,,Temp Atrial Sens,,,224390,Temporary Atrial Sens,,,0,Cardiovascular (Pacer Data),,,,metavision,,Text,
,,ETT Mark (location),,,224391,ETT Mark (location),,,0,Respiratory,,,,metavision,,Text,
,,ETT Position Change,,,224392,ETT Position Change,,,0,Respiratory,,,,metavision,,Text,
,,ART Lumen Volume,,,224404,ART Lumen Volume,mL,chartevents,0,Dialysis,,,,metavision,,Numeric,
,,VEN  Lumen Volume,,,224406,VEN Lumen Volume,mL,chartevents,0,Dialysis,,,,metavision,,Numeric,
,,Pain Level Response,,,224409,Pain Level Response,,,0,Pain/Sedation,,,,metavision,,Text,
,,TOF Response,,,224413,TOF Response,,,0,Pain/Sedation,,,,metavision,,Text,
,,TOF Twitch,,,224414,TOF Twitch,,,0,Pain/Sedation,,,,metavision,,Text,
,,ETT Mark (cm),,,224415,ETT Mark (cm),,,0,Respiratory,,,,metavision,,Text,
,,CT #2 Crepitus,,,224423,CT #2 Crepitus,,,0,Pulmonary,,,,metavision,,Text,
,,CT #2 Drainage,,,224424,CT #2 Drainage,,,0,Pulmonary,,,,metavision,,Text,
,,CT #2 Dressing,,,224425,CT #2 Dressing,,,0,Pulmonary,,,,metavision,,Text,
,,CT #2 Fluctuate,,,224426,CT #2 Fluctuate,,,0,Pulmonary,,,,metavision,,Text,
,,CT #2 Suction Amount,,,224427,CT #2 Suction Amount,,,0,Pulmonary,,,,metavision,,Text,
,,CT #3 Crepitus,,,224428,CT #3 Crepitus,,,0,Pulmonary,,,,metavision,,Text,
,,CT #4 Crepitus,,,224429,CT #4 Crepitus,,,0,Pulmonary,,,,metavision,,Text,
,,CT #3 Drainage,,,224430,CT #3 Drainage,,,0,Pulmonary,,,,metavision,,Text,
,,CT #4 Drainage,,,224431,CT #4 Drainage,,,0,Pulmonary,,,,metavision,,Text,
,,CT #3 Dressing,,,224432,CT #3 Dressing,,,0,Pulmonary,,,,metavision,,Text,
,,CT #4 Dressing,,,224433,CT #4 Dressing,,,0,Pulmonary,,,,metavision,,Text,
,,CT #3 Fluctuate,,,224434,CT #3 Fluctuate,,,0,Pulmonary,,,,metavision,,Text,
,,CT #4 Fluctuate,,,224435,CT #4 Fluctuate,,,0,Pulmonary,,,,metavision,,Text,
,,CT #3 Suction Amount,,,224436,CT #3 Suction Amount,,,0,Pulmonary,,,,metavision,,Text,
,,CT #4 Suction Amount,,,224437,CT #4 Suction Amount,,,0,Pulmonary,,,,metavision,,Text,
,,Chest Tube Site # 2,,,224438,Chest Tube Site # 2,,,0,Pulmonary,,,,metavision,,Text,
,,Chest Tube Site #3,,,224439,Chest Tube Site #3,,,0,Pulmonary,,,,metavision,,Text,
,,Chest Tube Site #4,,,224440,Chest Tube Site #4,,,0,Pulmonary,,,,metavision,,Text,
,,GI #2 Intub Site,,,224441,GI #2 Intub Site,,,0,GI/GU,,,,metavision,,Text,
,,GI #3 Intub Site,,,224442,GI #3 Intub Site,,,0,GI/GU,,,,metavision,,Text,
,,GI #2 Tube Place Check,,,224443,GI #2 Tube Place Check,,,0,GI/GU,,,,metavision,,Text,
,,GI #3 Tube Place Check,,,224444,GI #3 Tube Place Check,,,0,GI/GU,,,,metavision,,Text,
,,GI #2 Tube Drainage,,,224445,GI #2 Tube Drainage,,,0,GI/GU,,,,metavision,,Text,
,,GI #3 Tube Drainage,,,224446,GI #3 Tube Drainage,,,0,GI/GU,,,,metavision,,Text,
,,Traction/Immobile #2,,,224449,Traction/Immobile #2,,,0,Treatments,,,,metavision,,Text,
,,Traction/Immobile #3,,,224450,Traction/Immobile #3,,,0,Treatments,,,,metavision,,Text,
,,Traction/Immobile Location #2,,,224452,Traction/Immobile Location #2,,,0,Treatments,,,,metavision,,Text,
,,Traction/Immobile Location #3,,,224453,Traction/Immobile Location #3,,,0,Treatments,,,,metavision,,Text,
,,Traction/Immobile Location #4,,,224454,Traction/Immobile Location #4,,,0,Treatments,,,,metavision,,Text,
,,PT Splint Location #4,,,224455,PT Splint Location #4,,,0,Treatments,,,,metavision,,Text,
,,PT Splint Location #2,,,224456,PT Splint Location #2,,,0,Treatments,,,,metavision,,Text,
,,PT Splint Location #3,,,224457,PT Splint Location #3,,,0,Treatments,,,,metavision,,Text,
,,Type #1,,,224561,Impaired Skin Type #1,,,0,Skin - Impairment,,,,metavision,,Text,
,,Surrounding Tissue #1,,,224565,Surrounding Tissue #1,,,0,Skin - Impairment,,,,metavision,,Text,
,,Pressure Ulcer Stage #1,,,224631,Pressure Ulcer Stage #1,,,0,Skin - Impairment,,,,metavision,,Text,
,,Tunneling Present #1,,,224632,Tunneling Present #1,,,0,Skin - Impairment,,,,metavision,,Text,
,,Undermining Present #1,,,224633,Undermining Present #1,,,0,Skin - Impairment,,,,metavision,,Text,
,,Service,,,224640,Service,,,0,General,,,,metavision,,Text,
,,Ectopy Type 1,,,224650,Ectopy Type 1,,,0,Routine Vital Signs,,,,metavision,,Text,
,,Ectopy Frequency 1,,,224651,Ectopy Frequency 1,,,0,Routine Vital Signs,,,,metavision,,Text,
,,Nasal Congestion,,,224666,Nasal Congestion,,,0,Toxicology,,,,metavision,,Text,
,,Goose Flesh,,,224667,Goose Flesh,,,0,Toxicology,,,,metavision,,Text,
,,Sweating,,,224668,Sweating,,,0,Toxicology,,,,metavision,,Text,
,,Restlessness,,,224669,Restlessness,,,0,Toxicology,,,,metavision,,Text,
,,Lacrimation,,,224670,Lacrimation,,,0,Toxicology,,,,metavision,,Text,
,,Pupils,,,224671,Pupils,,,0,Toxicology,,,,metavision,,Text,
,,Yawning,,,224672,Yawning,,,0,Toxicology,,,,metavision,,Text,
,,Abdominal Changes: Observation,,,224673,Abdominal Changes: Observation,,,0,Toxicology,,,,metavision,,Text,
,,Muscle Aches,,,224675,Muscle Aches,,,0,Toxicology,,,,metavision,,Text,
,,Nausea and Vomiting (CINA),,,224676,Nausea and Vomiting (CINA),,,0,Toxicology,,,,metavision,,Text,
,,Tremor (CINA),,,224677,Tremor (CINA),,,0,Toxicology,,,,metavision,,Text,
,,Units,,,224680,Cuff Volume/units,,,0,Respiratory,,,,metavision,,Text,
,,Flow Pattern,,,224692,Flow Pattern,,,0,Respiratory,,,,metavision,,Text,
,,Recruitment Mode,,,224712,Recruitment Mode,,,0,Respiratory,,,,metavision,,Text,
,,Circuit Changed,,,224713,Circuit Changed,,,0,Respiratory,,,,metavision,,Text,
,,SBT Started,,,224715,SBT Started,,,0,Respiratory,,,,metavision,,Text,
,,SBT Stopped,,,224716,SBT Stopped,,,0,Respiratory,,,,metavision,,Text,
,,SBT Successfully Completed,,,224717,SBT Successfully Completed,,,0,Respiratory,,,,metavision,,Text,
,,REE,,,224727,Resting Energy Expenditure,kcal/day,chartevents,0,Respiratory,,,,metavision,,Numeric,
,,Corneal Reflex Right,,,224730,Corneal Reflex Right,,,0,Neurological,,,,metavision,,Text,
,,Corneal Reflex Left,,,224731,Corneal Reflex Left,,,0,Neurological,,,,metavision,,Text,
